Unique ID,Instrument name,Type,Status,Jurisdiction,Region,Income group,Year,Emission_Coverage_%,Carbon_Price_USD,Revenue_Million_USD,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh - equivalent),Hydro per capita (kWh - equivalent),Wind per capita (kWh - equivalent),Solar per capita (kWh - equivalent),Other renewables per capita (kWh - equivalent),Total_Energy_per_capita,Fossil_Fuel_Dependency_%,Population,Population_Log,Annual_CO2_emissions,GDP,Lookup_Entity,Entity,Tax_Coverage_%,ETS_Coverage_%,Actual_Coverage_%
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,1999,0.0011357505966105,93.79296167,876.4201841,2526.3286,26114.926,8458.346,0.0,75612.42,15.56426,0.0,191.20692,112918.79178,32.85511650911149,4461789.0,15.311060588770248,42609000.0,234779921875.0,Norway,Norway,34.392788,0.0,34.392788
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,1999,0.000304799278237,0.0,0.0,7669.3975,14886.702,5011.6143,6584.119,5242.339,0.0,0.0,48.897182,39443.068982,69.89241585785486,1981198.0,14.499212774951491,15418648.0,51196832031.0,Slovenia,Slovenia,56.441193,0.0,56.441193
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,1999,0.0009003491321464,44.61863129,1510.438909,3327.4133,25171.605,932.9281,22951.807,22482.346,112.269035,0.31360066,951.50366,75930.18569566001,38.76185225987438,8857691.0,15.996796792032132,55936620.0,380923718750.0,Sweden,Sweden,64.79866,0.0,64.79866
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2000,5.715684149252234e-05,0.0,2.8668,24536.56,9541.194,5511.27,0.0,9.941932,0.0,0.0,123.03141,39721.99734200001,99.66524004104042,1397001.0,14.1498390698773,15470973.0,21534171875.0,Estonia,Estonia,69.5522,0.0,69.5522
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2000,0.0009171240945844,16.392948,0.0,11268.3545,24424.451,7613.6978,12063.232,7867.2085,41.858273,0.84575176,5215.5957,68495.24352476001,63.22556293174627,5176197.0,15.459581367908816,57017000.0,210394781250.0,Finland,Finland,52.313732,0.0,52.313732
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2000,0.0010219888503973,85.39033896,766.5814391,2570.8096,24268.232,9434.285,0.0,87720.055,19.17473,3.2782605,178.13945,124193.9740405,29.20699404318214,4490864.0,15.31755589149782,42131000.0,289721968750.0,Norway,Norway,39.703823,0.0,39.703823
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2000,0.0002930829494389,0.0,29.6236,7946.2637,14097.3545,4830.851,6656.3755,5360.3325,0.0,0.0,110.10073,39001.27793,68.9066374907885,1986817.0,14.502044921968938,15059753.0,53002281250.0,Slovenia,Slovenia,57.824905,0.0,57.824905
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2000,0.0008360697263994,42.67589389,1369.304965,3363.1208,23040.82,910.8945,17945.145,24603.973,143.08275,0.3130914,1443.4297,71450.7788414,38.22888391550078,8872099.0,15.998422079364508,54892390.0,407681625000.0,Sweden,Sweden,66.32411,0.0,66.32411
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2001,5.7506749307773735e-05,0.0,4.24,24546.193,11105.914,5952.0635,0.0,14.725813,0.0,0.0,49.525494,41668.421807000006,99.84580335848187,1388174.0,14.143500492793027,15869932.0,22690757812.0,Estonia,Estonia,67.29277,0.0,67.29277
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2001,0.0009839666536386,15.155712,0.0,13587.042,23908.338,8242.145,12125.907,7031.2476,37.2728,0.9131837,4982.592,69915.4575837,65.41833033881649,5187970.0,15.46185323458018,62520000.0,213585421875.0,Finland,Finland,47.589977,0.0,47.589977
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2001,0.0010301413990898,58.97506166,691.4979409,2279.3928,25435.012,8698.698,0.0,73725.414,16.524462,3.2436907,176.5478,110334.8327527,33.002363706495885,4513650.0,15.32261691835072,43519000.0,296403218750.0,Norway,Norway,41.06683,0.0,41.06683
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2001,0.000316482269056,0.0,26.288,8412.578,14780.25,4966.6094,7298.6963,5270.278,0.0,0.0,113.08328,40841.49498,68.9481063653268,1989684.0,14.503486892713974,16309183.0,53905890625.0,Slovenia,Slovenia,52.20573,0.0,52.20573
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2001,0.0008271682324505,51.02286402,1564.130936,3634.6526,23056.074,1024.9332,22391.607,24550.373,149.67278,0.62104887,1326.7874,76134.72102887,36.40344303552426,8896018.0,16.001114431261588,55782308.0,401180593750.0,Sweden,Sweden,64.66828,0.0,64.66828
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2002,5.4389907800761616e-05,0.0,4.9565,24146.896,12514.37,5022.6973,0.0,11.122257,2.7805643,0.0,61.166214,41759.032335300006,99.8202328188612,1379438.0,14.137187452741896,15358015.0,24206537109.0,Estonia,Estonia,66.91125,0.0,66.91125
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2002,0.0009995231521343,14.970384,0.0,14727.508,24405.832,8164.525,11745.338,5676.957,33.716152,0.98250973,5401.3623,70156.22096173,67.41792010975169,5200548.0,15.46427475490188,65049004.0,214939265625.0,Finland,Finland,45.98064,0.0,45.98064
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2002,0.0010002916488137,61.07510311,877.9131179,1966.1282,25113.256,9233.746,0.0,78105.46,45.27958,3.1997569,172.15674,114639.2262769,31.67600774999051,4538016.0,15.328000690458582,42571000.0,286289187500.0,Norway,Norway,41.92707,0.0,41.92707
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2002,0.0003232456161634,0.0,32.7129,9155.3125,14338.236,4786.05,7604.652,4557.5635,0.0,0.0,160.04953,40601.86353,69.65098653441044,1991571.0,14.504434834603334,16570911.0,55123437500.0,Slovenia,Slovenia,53.255253,0.0,53.255253
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2002,0.0008361159301403,60.94316808,2182.854013,3890.4456,23028.422,1039.6384,20908.07,20369.951,186.63809,0.61394113,1461.8275,70885.60653112999,39.44172501045299,8925045.0,16.00437203967832,56633796.0,405358218750.0,Sweden,Sweden,64.52925,0.0,64.52925
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2003,5.783252343867105e-05,0.0,6.9258,28132.693,11819.96,5769.235,0.0,25.442177,12.124787,0.0,59.269844,45818.724808,99.78865232848408,1370849.0,14.130941543368458,17250750.0,25239759765.0,Estonia,Estonia,69.9549,0.0,69.9549
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2003,0.0010600652728889,19.658255,0.0,18337.477,25129.662,9015.994,11881.417,5013.183,48.610786,1.0960947,5622.579,75050.0188807,69.93087248042873,5212958.0,15.466658198766313,72658000.0,215907562500.0,Finland,Finland,40.425762,0.0,40.425762
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2003,0.0010247690052613,74.20946308,968.4590802,1908.4766,25952.05,9890.682,0.0,62964.395,130.13118,3.700979,225.92015,101075.355909,37.34956781550995,4564666.0,15.333856123019716,43919000.0,309422468750.0,Norway,Norway,41.845226,0.0,41.845226
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2003,0.0003080694580086,0.0,56.5607,8683.233,14522.226,5292.132,7120.7114,4043.7764,0.0,0.0,191.34262,39853.421420000006,71.5060087305297,1992499.0,14.504900689646508,16278082.0,55833082031.0,Slovenia,Slovenia,54.352577,0.0,54.352577
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2003,0.0008063229479481,89.64907107,2977.555486,3800.1372,22985.477,1032.8392,20504.934,16284.717,206.52452,0.60831964,1573.2383,66388.47553964,41.90253379653195,8958434.0,16.008106104516802,57220990.0,414662187500.0,Sweden,Sweden,67.38814,0.0,67.38814
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2004,5.665751819030796e-05,0.0,6.084,28230.445,12067.358,6610.493,0.0,44.54789,15.114463,0.0,71.091415,47039.049768,99.72203144271644,1362682.0,14.124966108427104,17322094.0,26515781250.0,Estonia,Estonia,68.793465,0.0,68.793465
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2004,0.0009753356034081,22.2376,564.5952,16426.365,23358.84,8660.8125,11774.913,7811.3843,62.38071,1.2238321,6239.9956,74335.9149421,65.17175114846498,5228147.0,15.469567662430377,68946000.0,226721203125.0,Finland,Finland,43.02629,0.0,43.02629
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2004,5.701281771932272e-06,0.0,0.0,345.17413,8550.023,7314.878,0.0,3721.205,58.648777,0.0,52.447266,20042.376173,80.87900850717158,2264179.0,14.632723220445184,7731198.0,37287914062.0,Latvia,Latvia,38.786793,0.0,38.786793
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2004,0.0009958826245993,79.23584659,1043.822978,2142.0273,24732.092,10397.183,0.0,64202.14,148.72945,3.659217,244.32466,101870.155627,36.58706720393141,4591739.0,15.339769595169496,44257000.0,331099031250.0,Norway,Norway,40.43311,0.0,40.43311
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2004,0.0003033056409881,0.0,70.5744,8823.57,14958.697,5241.966,7420.9595,5566.739,0.0,0.0,189.6744,42201.6059,68.77518611205267,1993548.0,14.50542702538609,16710709.0,58276855468.0,Slovenia,Slovenia,54.126106,0.0,54.126106
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2004,0.0007615692839409,120.5298013,3501.821795,3894.3242,22691.117,1024.2958,23403.943,18256.47,256.1233,0.60264313,2502.0696,72028.94554313,38.33144688126476,8993805.0,16.012046676144642,56427524.0,433580593750.0,Sweden,Sweden,68.20174,0.0,68.20174
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2005,4.91130465108354e-05,0.0,9.6696,28112.617,12364.744,6864.428,0.0,42.65847,106.94379,0.0,76.11561,47567.50687,99.52547887233848,1354847.0,14.119199828881843,17089780.0,30599849609.0,Estonia,Estonia,6.781475,63.259106,6.781475
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2005,0.0006908831137657,23.390995,540.2889,10516.216,24147.219,7897.328,11924.423,7063.136,87.080925,1.3481654,5666.266,67303.0170904,63.23752610203682,5246078.0,15.472991498388213,57064000.0,236809765625.0,Finland,Finland,51.08462,57.183678,51.08462
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2005,5.65278403147352e-06,0.0,0.0,420.06985,9160.582,7183.2666,0.0,3991.835,56.408974,0.0,58.59932,20870.761744000003,80.32250406394175,2239787.0,14.62189177649516,7810764.0,40678000000.0,Latvia,Latvia,3.9927971,36.524357,3.9927971
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2005,0.0006553549327369,86.97302255,1135.39462,1816.807,24886.953,9504.701,0.0,78897.516,290.1499,3.6050692,225.09149,115624.82345920002,31.31547354342704,4623120.0,15.346580576108266,43279000.0,403096000000.0,Norway,Norway,41.073246,0.0,41.073246
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2005,0.0002960978470859,0.0,58.0176,8839.036,15245.718,5400.546,7920.82,4659.0684,0.0,0.0,172.14053,42237.32893,69.8086284027715,1996915.0,14.507114548418633,16941976.0,61925109375.0,Slovenia,Slovenia,53.64228,57.34063,53.64228
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2005,0.0006873374608571,128.8039632,3251.830627,3545.5076,21805.352,972.03455,21640.12,21554.562,279.6428,0.59540206,2592.0542,72389.86855206001,36.36267709350734,9029771.0,16.01603767590497,53787480.0,433898906250.0,Sweden,Sweden,69.46617,37.29156,69.46617
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2006,4.5692135158066334e-05,0.0,13.9843,27015.574,12996.845,6978.1387,0.0,26.799807,151.46854,0.0,88.1664,47256.99244700001,99.43620037331232,1346885.0,14.113305819294265,16438181.0,32629408203.0,Estonia,Estonia,6.667219,62.054516,6.667219
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2006,0.0007842546022626,21.84772,583.5267,16359.633,23327.895,8408.264,11629.909,5835.6147,79.02256,1.7155968,6417.01,72059.0638568,66.74495812987354,5266248.0,15.476828902386904,68374000.0,240313640625.0,Finland,Finland,42.945866,63.76626,42.945866
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2006,5.826683243524776e-06,0.0,0.0,454.39536,8705.081,7493.5327,0.0,3250.9133,55.426987,0.0,60.555496,20019.904843,83.18225880990018,2219039.0,14.612585227890165,8310115.0,43721562500.0,Latvia,Latvia,3.8481202,35.500465,3.8481202
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2006,0.0006471827348678,82.79529054,1273.548635,1545.9736,25281.477,9317.808,0.0,68483.93,364.88345,4.073385,260.16595,105258.31138499998,34.33957672738321,4660487.0,15.354630721649007,43859000.0,436082843750.0,Norway,Norway,42.38199,0.0,42.38199
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2006,0.0002894886573017,0.0,45.7668,8985.196,15795.719,5220.7363,7405.574,4793.334,0.0,0.0,154.44687,42355.00617,70.83377860832455,2003116.0,14.510215025323449,17184160.0,61767562500.0,Slovenia,Slovenia,53.681763,58.242535,53.681763
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2006,0.0006727339482024,118.7863138,3410.61337,3892.886,21544.156,1011.9069,19721.486,18142.752,290.9873,0.5889013,2876.7256,67481.4887013,39.19437672318345,9080628.0,16.021654021305956,53650844.0,447218250000.0,Sweden,Sweden,66.76298,36.93604,66.76298
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,2007,0.0007098405051112,16.22852488,932.5494039,9930.383,20384.512,8695.177,0.0,13.73223,3492.0767,1.2146909,1776.6437,44293.7393209,88.0712999130175,5461604.0,15.513253260568431,54709350.0,277262437500.0,Denmark,Denmark,39.32094,57.632942,39.32094
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2007,5.216236742235205e-05,0.0,18.907,33772.14,13935.667,6968.701,0.0,43.641563,180.51738,0.0,83.91083,54984.577773,99.43971603406352,1340709.0,14.10870988235202,19930490.0,36482648437.0,Estonia,Estonia,7.0845203,66.56961,7.0845203
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2007,0.0007447178421811,24.03899,609.0755,15382.387,23427.209,7744.793,11778.895,7129.395,94.74609,1.9164653,5882.145,71441.48655530001,65.16436211607116,5288715.0,15.4810860522555,66764000.0,260253515625.0,Finland,Finland,44.540615,62.448967,44.540615
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2007,5.89257635369646e-06,0.0,0.0,566.4989,9513.77,7310.604,0.0,3302.755,64.049034,0.0,59.638107,20817.315041,83.5404223155024,2200774.0,14.604320129022348,8637233.0,47230058593.0,Latvia,Latvia,3.5796735,33.09723,3.5796735
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2007,0.0006419601313051,89.89058937,1360.741268,1682.548,25725.275,8841.523,0.0,75486.69,503.78677,4.009962,256.1575,112499.990232,32.2216436865868,4709017.0,15.364989951686,45605000.0,446422062500.0,Norway,Norway,62.297474,0.0,62.297474
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2007,0.0002799322336437,16.6475,39.1645,9083.474,15523.826,5280.0586,7519.9014,4312.5547,0.0,0.0,161.35768,41881.17238,71.36227784844068,2014159.0,14.515712792997896,17349082.0,64437566406.0,Slovenia,Slovenia,51.189117,57.581596,51.189117
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2007,0.0006302390047663,132.8571429,3654.836364,3600.439,20909.977,1036.5883,19469.201,19236.781,416.2229,0.87215555,3359.864,68029.94535555001,37.55258682993463,9148280.0,16.029076550749682,52878800.0,476985562500.0,Sweden,Sweden,69.19354,36.30689,69.19354
ETS_CA_Alberta,Alberta TIER,ETS,Implemented,Alberta,North America,High income,2008,0.0034085607596397,14.60564752,44.37463185,10021.848,37305.18,27667.084,7521.583,29776.89,298.8446,2.7608612,745.43945,113339.6299112,66.16759915199725,33449088.0,17.325535109489017,574214340.0,1803601875000.0,Canada,Canada,5.4019847,1.5481071,1.5481071
Tax_CA_BC,BC carbon tax,Carbon tax,Abolished,British Columbia,North America,High income,2008,0.0011113965000334,9.737098345,179.6583546,10021.848,37305.18,27667.084,7521.583,29776.89,298.8446,2.7608612,745.43945,113339.6299112,66.16759915199725,33449088.0,17.325535109489017,574214340.0,1803601875000.0,Canada,Canada,5.4019847,1.5481071,5.4019847
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,2008,0.0006674272697002,19.38108535,1085.79769,8675.162,19996.08,8685.506,0.0,12.391122,3327.2566,1.2593906,1786.4417,42484.0968126,87.93113377173333,5493762.0,15.519124006738194,51256330.0,294319156250.0,Denmark,Denmark,40.98499,55.74305,40.98499
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2008,4.79896710377356e-05,0.0,4.7325,30278.02,13305.112,6701.9272,0.0,55.25379,262.4555,0.0,88.813065,50691.581555,99.19804759975987,1337078.0,14.105997941847832,17814804.0,36967425781.0,Estonia,Estonia,6.7387915,63.543137,6.7387915
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2008,0.00066101094763,31.02246,766.665,11676.866,22540.115,7882.094,11400.503,8497.557,129.36926,1.958515,6119.3633,68247.82607499999,61.68559120657676,5313379.0,15.485738725555674,58625000.0,270213468750.0,Finland,Finland,47.71796,59.22146,47.71796
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2008,5.568657201179124e-06,0.0,0.0,570.55347,9430.193,7235.9233,0.0,3766.8772,70.27304,0.0,64.574715,21138.394725,81.54199973195931,2177710.0,14.593784883129093,8198058.0,48481675781.0,Latvia,Latvia,3.5588243,33.301186,3.5588243
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2008,0.0006554312757952,104.9568338,1594.434262,1712.4514,23960.305,8810.53,0.0,76942.8,505.2269,4.0949388,260.1929,112195.6011388,30.73497182598082,4768097.0,15.377458041207374,44692000.0,507791625000.0,Norway,Norway,54.990017,39.055653,54.990017
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2008,0.0002853857546673,19.575,50.48,8704.345,17969.752,5043.714,8173.193,5235.117,0.0,1.3029162,449.0541,45576.4780162,69.59250117730909,2025090.0,14.521125195784688,18284604.0,71087007812.0,Slovenia,Slovenia,48.396797,53.636,48.396797
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2008,0.0006119409595949,168.8257417,4260.73951,3573.4912,20348.416,933.87646,18283.547,19826.195,572.5173,1.1447073,3503.6914,67042.8790673,37.07445743051829,9219903.0,16.036875183331066,50765440.0,486021625000.0,Sweden,Sweden,68.793755,36.580524,68.793755
Tax_CH,Switzerland carbon tax,Carbon tax,Implemented,Switzerland,Europe & Central Asia,High income,2008,0.0004377388437993,11.91895113,215.9337409,238.45677,19421.56,4272.2295,9497.692,12443.611,6.5602846,12.775291,502.5858,46395.4706456,51.58315227107123,7641730.0,15.84913470616007,44700870.0,527014250000.0,Switzerland,Switzerland,33.60292,17.469673,33.60292
ETS_CA_Alberta,Alberta TIER,ETS,Implemented,Alberta,North America,High income,2009,0.003336141593078,11.86427272,75.95698925,8280.054,35990.363,26525.91,6941.813,28607.37,515.34216,8.45758,826.09894,107695.40868,65.73755359465711,33826370.0,17.336751263350497,541129860.0,1625178625000.0,Canada,Canada,5.3843927,1.6638196,1.6638196
Tax_CA_BC,BC carbon tax,Carbon tax,Abolished,British Columbia,North America,High income,2009,0.0010605662732246,7.909515147,454.1935484,8280.054,35990.363,26525.91,6941.813,28607.37,515.34216,8.45758,826.09894,107695.40868,65.73755359465711,33826370.0,17.336751263350497,541129860.0,1625178625000.0,Canada,Canada,5.3843927,1.6638196,5.3843927
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,2009,0.0006503773420755,16.74428115,960.6209769,8473.453,17858.795,8297.396,0.0,8.981492,3193.657,1.7820419,1878.5963,39712.6608339,87.20051306770921,5523169.0,15.524462528782603,48851416.0,283022312500.0,Denmark,Denmark,41.345154,55.74557,41.345154
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2009,4.1499315500091246e-05,0.0,4.2288,26208.79,11979.643,4576.3374,0.0,62.935734,383.51465,0.19667417,735.27875,43946.69620817,97.31054684390529,1334528.0,14.104088978575987,14404987.0,32783921875.0,Estonia,Estonia,6.445834,59.572495,6.445834
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2009,0.0006349011788652,27.035086,569.4784,11704.707,21133.94,7001.503,11565.783,6236.669,135.99309,2.122311,5112.276,62892.99340099999,63.34592749622018,5338854.0,15.49052176846958,55921000.0,249582562500.0,Finland,Finland,45.796646,60.11057,45.796646
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2009,5.290464055605403e-06,0.0,0.0,464.12057,8701.823,6746.685,0.0,4235.903,58.81497,0.0,70.02657,20277.37311,78.47480284392716,2142044.0,14.57727153817252,7456196.0,43367269531.0,Latvia,Latvia,3.5658784,33.66393,3.5658784
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2009,0.0006292145070596,80.95174203,1080.118042,1346.1389,23460.057,8226.469,0.0,68099.46,531.06305,4.185451,146.91035,101814.283751,32.444037990568845,4828625.0,15.390072513109216,43098000.0,429053531250.0,Norway,Norway,56.490944,38.006386,56.490944
