Unique ID,Instrument name,Type,Status,Jurisdiction covered,Share of jurisdiction emissions covered,Price on 1 April,2020,2021,2022,2023,2024,2025,Change,Government revenue,2019,2020.1,2021.1,2022.1,2023.1,2024.1,Change.1,Gases covered,Electricity and heat,Industry,Mining and extractives,Transport,Aviation,Buildings,"Agriculture, forestry and fishing fuel use",Agricultural emissions,Waste,LULUCF,Fuels covered,Allocation approaches,Price or market management,Point of Regulation,Offset eligibility,Description,Recent developments,Coverage,Pricing and allocation,Compliance,Relation to other instruments,Name of the initiative,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Unique ID_price,Name of the initiative_price,Instrument Type,Region,Income group,Metric,1990.0_price,1991.0_price,1992.0_price,1993.0_price,1994.0_price,1995.0_price,1996.0_price,1997.0_price,1998.0_price,1999.0_price,2000.0_price,2001.0_price,2002.0_price,2003.0_price,2004.0_price,2005.0_price,2006.0_price,2007.0_price,2008.0_price,2009.0_price,2010.0_price,2011.0_price,2012.0_price,2013.0_price,2014.0_price,2015.0_price,2016.0_price,2017.0_price,2018.0_price,2019.0_price,2020.0_price,2021.0_price,2022.0_price,2023.0_price,2024.0_price,2025.0_price,Jurisdiction,Status_revenue,Type_revenue,Country income group,Metric_revenue,1990.0_revenue,1991.0_revenue,1992.0_revenue,1993.0_revenue,1994.0_revenue,1995.0_revenue,1996.0_revenue,1997.0_revenue,1998.0_revenue,1999.0_revenue,2000.0_revenue,2001.0_revenue,2002.0_revenue,2003.0_revenue,2004.0_revenue,2005.0_revenue,2006.0_revenue,2007.0_revenue,2008.0_revenue,2009.0_revenue,2010.0_revenue,2011.0_revenue,2012.0_revenue,2013.0_revenue,2014.0_revenue,2015.0_revenue,2016.0_revenue,2017.0_revenue,2018.0_revenue,2019.0_revenue,2020.0_revenue,2021.0_revenue,2022.0_revenue,2023.0_revenue,2024.0_revenue
ETS_CA_BC,BC OBPS,ETS,Implemented,British Columbia,"26% of jurisdiction emissions, 0.0290% of global emissions",US$66 (CAN$95),,19.896538,19.98081841,18.47336141,58.94488653,66.21131865,2.327780875,US$ million (2024) (CAN$ million),,,,,,,,"CO2, CH4, N2O, HFCs, SF6, PFCs",No,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Free allocation (Intensity-based), Set price",Set price trajectory,Point Source,"Yes, with quantitative limit","Starting in April 2024, the B.C. Output-Based Pricing System (B.C. OBPS) replaced the province’s carbon pricing mechanism for industrial operators, which had included the provincial carbon tax and a baseline-and-credit system under the CleanBC Program for Industry. The CleanBC Program for Industry had been in place since April 2019 and included the CleanBC Industrial Incentive Program (CIIP) and the CleanBC Industry Fund (CIF); the CIIP will be discontinued, and the CIF is under review and will continue under the new mechanism. The B.C. OBPS follows the Canadian federal carbon price path and ensures a price incentive for industrial emitters to reduce GHG emissions through a performance-based system. Facilities that emit under their annual emission limit earn credits. For facilities that emit over their emission limit, the B.C. OBPS provides flexible compliance options to meet compliance obligations. Flexible payment options include using earned credits, B.C. offsets, or making a direct payment. Banking is allowed. Borrowing is not allowed. 
"," British Columbia's transition to an OBPS for large industrial emitters with its official implementation commenced in April 2024. In April 2025, the British Columbia OBPS was repealed.
","Participation is mandatory for producers of certain regulated industrial products under the “Greenhouse Gas Industrial Reporting and Control Act” (GGIRCA) emitting ≥10,000 tCO2e/year. Industrial operations within regulated sectors under this threshold with annual emissions of ≥10,000 tCO2e/year are permitted to opt-in to the B.C. OBPS on a voluntary basis; those that do not opt-in remain subject to the B.C. Carbon Tax. 

The BC OBPS covers energy utilities, electricity import operations, greenhouses, waste management, and remediation services",,Annual,"BC also imposes a carbon tax. Under the B.C. OBPS, instead of paying the carbon tax on fuels and combustibles that they use or burn, industrial facilities in the system will face a carbon price on the portion of their emissions that are above a product-specific emissions limit 

A subset of B.C. OBPS offset types are recognized as compliance units under the Canadian (federal) output-based pricing system",BC OBPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289636,ETS_CA_BC,BC OBPS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,19.896538,19.98081841,18.47336141,58.94488653,66.21131865,British Columbia,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETS_US_California,California CaT,ETS,Implemented,California,"76% of jurisdiction emissions, 0.5644% of global emissions",US$29 (US$29),15.3,17.94,30.82,29.84,38.59,29.27,0.913071895,"US$4,401 million (2024) (US$4,401 million)",3064.749861,1698.315586,3993.21413,4027.362236,4720.559638,4400.713191,0.435912682,"CO2, CH4, N2O, HFCs, SF6, PFCs, Other",Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Intensity-based), Auctioning","Price floor, Market stability reserve","Point Source, Upstream","Yes, with quantitative limit","The California Cap-and-Trade Program requires covered entities to surrender allowances for all their covered emissions. Allowances are distributed via a combination of auction, free allocation, and free allocation with consignment. 
","In 2024 California progressed adoption of amendments to the Cap-and-Trade Program, with proposed targets to reduce GHG emissions 48% below 1990 levels by 2030 and 80% below by 2045. Proposed amendments also include changes to the program's design, including a one-time increase in cost containment prices, additional market oversight measures, revisions to offset provisions, etc.","The scheme applies to GHG emissions (CO2, CH4, N2O, SF6, HFCs, PFCs, NF3, and other fluorinated GHGs) from the industry, power, transport and buildings sectors and includes industrial process emissions.

Facilities emitting ≥25,000 tCO2e per year are covered. All electricity imported from specified sources connected to a specific generator with emissions >25,000 tCO2e per year is covered. 

The program covers ~75% of the state’s GHG emissions, and around 400 facilities. ","Free allocation (Intensity-based), Auctioning",Other,California has been part of the Western Climate Initiative (WCI) since 2007 and formally linked its program with Québec’s in January 2014. ,California CaT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003054452,0.003024332,0.002965365,0.006537901,0.006445094,0.006372195,0.006228593,0.006248556,0.005758704,0.005797133,0.005752488,0.00564448,0.00564448,0.00564448,ETS_US_California,California CaT,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,10,14.48,11.69,12.49,12.45,15.08,15.1,15.77,15.3,17.94,30.82,29.84,38.59,29.27,California,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0,0,0,0,55.76,476.7979802,436.571463,2558.161288,899.7233337,2024.167788,3019.347035,3064.749861,1698.315586,3993.21413,4027.362236,4720.559638,4400.713191
Tax_CA,Canada federal fuel charge,Carbon tax,Abolished,Canada,,,21.10149821,31.8344608,39.96163683,48.03073967,58.94488653,,1.793398173,,1489.455185,3140.959789,4843.270938,5724.429614,5845.92145,8858.771097,5x,,,,,,,,,,,,,,,,,,,,,,,Canada federal fuel charge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004763834,0.004474132,0.004377932,0.004445487,0.00437626,0.00437626,0,Tax_CA,Canada federal fuel charge,Carbon tax,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99587613,21.10149821,31.8344608,39.96163683,48.03073967,58.94488653,,Canada,Abolished,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.455185,3140.959789,4843.270938,5724.429614,5845.92145,8858.771097
ETS_CA,Canada federal OBPS,ETS,Implemented,Canada,"3% of jurisdiction emissions, 0.0424% of global emissions",US$66 (CAN$95),,31.8344608,39.96163683,48.03073967,58.94488653,66.21131865,1.079863047,US$0 million (2024) (CAN$0 million),,120.3404755,192.0284008,228.9306224,,,,"CO2, CH4, N2O, HFCs, SF6, PFCs",In principle,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),Set price trajectory,Point Source,"Yes, with quantitative limit","The pan-Canadian approach to carbon pricing was adopted in 2016. The approach requires all Canadian provinces and territories to have a carbon pricing system in place that aligns with the federal standard. A federal carbon pricing backstop system comes into effect, in whole or in part in any province or territory that requested it or that does not have a price on carbon in place that meets the federal standard. The federal backstop system consists of two components: a regulatory charge on fuels, and a baseline-and-credit ETS for emissions-intensive and trade-exposed industrial facilities called the Output-Based Pricing System (OBPS).

To comply with the national system, provinces need to implement systems that meet the minimum national carbon price. The minimum national carbon price was set at CAD 65 (USD 48.15) in 2023, increasing by CAD 15 (USD 11.11) each year to reach CAD 170 (USD 125.93) in 2030.  As cap-and-trade systems set maximum emissions levels rather than minimum carbon prices, for these systems the minimum carbon pollution price is translated into an equivalent cap on emissions.","On March 14, 2025 Canada announced changes to the Federal OBPS, including changing the effective carbon price to CAD 0/tCO2e from April 2025 onwards","Coverage is mandatory for facilities in the EITE industrial and electricity sectors that emit equal to or more than 50,000 tCO2e per year. Smaller facilities with annual emissions equal to or more than 10,000 tCO₂e from sectors at risk of carbon leakage and adverse competitiveness impacts can opt in to participate voluntarily.",Set price ,Monthly,The federal OBPS only applies in those jurisdictions that requested it or do not have a system in place that meets minimum national stringency criteria.,Canada federal OBPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153672,0.000144327,0.000141224,0.000143403,0.00014117,0.00014117,0.000423509,ETS_CA,Canada federal OBPS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8344608,39.96163683,48.03073967,58.94488653,66.21131865,Canada,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,120.3404755,192.0284008,228.9306224,0,0
Tax_CL,Chile carbon tax,Carbon tax,Implemented,Chile,"55% of jurisdiction emissions, 0.1261% of global emissions",US$5 (US$5),5,5,5,5,5,5,0,US$140 million (2024) (US$140 million),165.5,165,168,171,139,140,-0.15407855,CO2 ,Yes,Yes,Yes,No,No,No,No,No,No,No,"Coal; Diesel; Gasoline; Kerosene; Other oil products (crude oil, etc); Natural gas; LPG; Emissions not from fuel use; Non-fuel emissions ","Set price, no allocation of allowances.",,Downstream,"Yes, unlimited",,,,,,,Chile carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001362079,0.00135031,0.001410747,0.001383603,0.001336281,0.001327019,0.001261345,0.001261345,0.001261345,Tax_CL,Chile carbon tax,Carbon tax,Latin America & Caribbean,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,Chile,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.5,165.5,165.5,165,168,171,139,140
ETS_CN,China national ETS,ETS,Implemented,China,"51% of jurisdiction emissions, 15.2937% of global emissions",US$12 (RMB86),,,9.199849028,8.15316299,12.57307921,11.76462495,0.278784567,US$ million (2024) (RMB million),,,,,,,,CO2,Yes,Yes,No,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Waste as fuel; Coal,Free allocation (Intensity-based),,Point Source,"Yes, with quantitative limit","China’s national ETS began operating in 2021. It regulates more than 2,000 companies from the power sector with annual emissions of more than 26,000 tCO2, including combined heat and power, as well as captive power plants in other sectors. Covered entities must surrender allowances for all their covered emissions, and allocation is based on intensity, with allowances freely allocated using benchmarks and based on actual production levels. Compliance obligations are currently limited and vary between different types of power generation. The system’s coverage will expand to other sectors over time. 
 
The national ETS builds on the experience of pilot carbon markets implemented in eight regions. These pilots continue to operate in parallel with the national ETS, covering sectors and entities not included in the national system. As the national system expands, entities covered by regional systems are expected to be integrated into it.
","The “Interim Regulations for the Management of Carbon Emissions Trading” (Interim Regulations), took effect from May 2024. It is intended to further enhance enforcement measures and non-compliance penalties for different stakeholders.

In March 2025, the Ministry of Ecology and Environment (MEE) published “ The work plan of China National ETS covering the iron and steel, cement and aluminum industries”. It proposes expanding the ETS to also cover GHG Emissions from iron and steel, cement, and aluminum industries, over two phases. Phase 1 (2024 to 2026) aims to familiarize companies in these sectors with the national ETS and enhance emissions data quality. Companies will start to surrender allowances for emissions of 2024 by December 2025. Phase 2 (starting in 2027) aims to tighten and further improve the functioning of the system. This scope expansion, as being approved, brings an additional 1,500 companies into the Chinese national ETS, increasing the system’s emissions coverage by 3 billion tCO2e. Further details, including on allowance allocation methods, are expected to be published in the future.

In October 2024, the MEE released the allocation plan and compliance work plan for the power sector for 2023 and 2024. The allocation plan updates benchmarks and excludes indirect emissions. It also sets a rule on allowance carryover. According to this plan, the compliance is shifting from a two-years cycle to a one-year cycle. ","The ETS  initially only applies to CO2 emissions from the power sector, including combined heat and power and captive power plants from other sectors. ","Baselines (Intensity-based), Auctioning
",Biennial,"Under the national ETS work plan, the eight pilot ETSs operating in China will gradually be integrated into the national ETS. ",China national ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096958554,0.096211853,0.096293493,0.152936724,0.152936724,ETS_CN,China national ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.199849028,8.15316299,12.57307921,11.76462495,China,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETS_CN_Chongqing,Chongqing pilot ETS,ETS,Implemented,Chongqing,"14% of jurisdiction emissions, 0.0555% of global emissions",US$6 (RMB40),5.30538703,3.714581368,5.661445556,4.65895028,5.988694318,5.510153541,0.038595961,US$3 million (2024) (RMB23 million),,,,,,3.106183484,,"CO2, CH4, N2O, HFCs, SF6, PFCs",No,Yes,No,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based)",,Point Source,"Yes, with quantitative limit","The Chongqing pilot ETS  is a cap-and-trade emissions trading scheme. Auctioning was introduced in 2021. While the scheme implemented absolute caps until 2021, a revision of the scheme in 2022 changed the allocation approach such that there are no longer absolute caps and allocation is determined on a bottom up intensity basis.","In September 2024, Chongqing EEB published the allocation plan for the compliance year 2023. In this plan, it introduced a “synergies mechanism for reducing pollution and carbon emissions,” rewarding entities that achieve emission reduction and air pollution control with a 0.3 to 0.5% increase in their allowance allocation. 

In addition, Chongqing became the fifth city in China to implement the “electricity and carbon synergy” policy and allowed entities to offset up to 8% of the shortfall in allowance with eligible non-fossil energy purchases outside of the city (see ‘Offset Credits’ section). ","The coverage threshold for the scheme is 26,000 tCO2 per year or energy consumption of 10,000 tonnes of coal equivalent (tce) per year. The scheme applies to GHG emissions (CO2, CH4, N2O, HFCs, PFCs, SF6) from the industrial sectors.","Free allocation (Grandfathering), Auctioning",Annual,The Chongqing pilot ETS is to be merged into the national ETS under unified rules and a detailed transition plan is under development.,Chongqing pilot ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001185055,0.0011886,0.001207954,0.001067675,0.001011229,0.001021465,0.00158937,0.001591379,0.001577461,0.001627926,0.000555205,0.000555205,ETS_CN_Chongqing,Chongqing pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,4.998130173,3.906631507,1.546933977,0.220577565,3.824457405,0.55125149,5.30538703,3.714581368,5.661445556,4.65895028,5.988694318,5.510153541,Chongqing,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.106183484
Tax_CO,Colombia carbon tax,Carbon tax,Implemented,Colombia,"20% of jurisdiction emissions, 0.0846% of global emissions","US$7 (COP27,398)",4.244865787,4.605676883,5.013271992,5.035341621,6.678546744,6.536619117,0.53988829,"US$133 million (2024) (COP551,965 million)",140.7025676,29.16848584,90.79491766,112.8595884,124.3225487,133.0665206,-0.054270844,"CO2, CH4, N2O",In principle,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Coal; Diesel; Other oil products; Gasoline; Kerosene; Natural Gas; LPG; Jet fuel.,Set price,"The price is set by the Government, with the price fixed, except for coal where the rate is set to increase gradually.",Upstream,"Yes, with quantitative limits",,,,,,,Colombia carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000744516,0.000759176,0.000774572,0.000796726,0.000806991,0.000820133,0.000845746,0.000845746,0.000845746,Tax_CO,Colombia carbon tax,Carbon tax,Latin America & Caribbean,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.207904198,5.67041516,5.172634562,4.244865787,4.605676883,5.013271992,5.035341621,6.678546744,6.536619117,Colombia,Implemented,Carbon tax,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0814767,100.3388153,140.7025676,29.16848584,90.79491766,112.8595884,124.3225487,133.0665206
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,"64% of jurisdiction emissions, 0.0505% of global emissions","US$108 (DKK (Øre)75,000)",25.67350408,27.91970556,26.36740721,26.29306655,28.39950998,108.4347801,3x,"US$503 million (2024) (DKR3,495 million)",539.574908,548.5175,550.4059324,472.9672917,482.0308714,503.4934812,-0.066870098,"CO2, CH4, N2O, HFCs, SF6, PFCs",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Waste as fuel; Jet fuel; Coal,Set Price,Set Price,"Upstream, Point source",Not permitted,,,,,,,Denmark carbon tax,0,0,0.00108293,0.001119349,0.001162,0.001091306,0.001258071,0.001107279,0.001049211,0.001001275,0.000923118,0.000937633,0.0009157,0.000948918,0.000837789,0.000721947,0.000778925,0.000709841,0.000667427,0.000650377,0.000622535,0.000553847,0.000500638,0.000513046,0.000471226,0.000454402,0.000470056,0.000442559,0.0004347,0.00040338,0.000398418,0.000393213,0.000375296,0.000356368,0.000356368,0.000347522,Tax_DK,Denmark carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,16.22852488,19.38108535,16.74428115,27.93787258,29.76006022,28.70672446,27.8436505,30.57338962,24.25776611,26.08501327,24.54232835,28.59632235,26.15307449,25.67350408,27.91970556,26.36740721,26.29306655,28.39950998,108.4347801,Denmark,Implemented,Carbon tax,High income,US$ millions,,,,,527.1268568,593.8396078,629.3456033,546.2342939,598.8283793,628.899287,618.6533154,556.0927883,638.7294808,755.6197667,800.117857,831.0361602,883.1850564,932.5494039,1085.79769,960.6209769,962.0827196,1159.217606,973.0361438,1039.412741,678.0003305,553.4561252,553.9087997,547.8400982,564.7154522,539.574908,548.5175,550.4059324,472.9672917,482.0308714,503.4934812
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,"10% of jurisdiction emissions, 0.0027% of global emissions",US$27 (€25),2.1872,2.3492,2.2104,2.175,2.1498,26.97,11x,US$2 million (2024) (€2 million),2.8497339,1.5904,2.032164,1.6419375,1.711395,2.149,-0.245894503,CO2,Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Set price,Point source,Not permitted,,,,,,,Estonia carbon tax,0,0,0,0,0,0,0,0,0,0,5.72E-05,5.75E-05,5.44E-05,5.78E-05,5.67E-05,4.91E-05,4.57E-05,5.22E-05,4.80E-05,4.15E-05,4.93E-05,4.82E-05,4.57E-05,4.93E-05,4.74E-05,4.41E-05,4.36E-05,4.54E-05,4.67E-05,3.30E-05,2.65E-05,2.67E-05,2.70E-05,2.44E-05,2.44E-05,2.44E-05,Tax_EE,Estonia carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.8282,2.6712,2.561,2.758,2.151,2.2864,2.1382,2.4642,2.2472,2.1872,2.3492,2.2104,2.175,2.1498,26.97,Estonia,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,2.8668,4.24,4.9565,6.9258,6.084,9.6696,13.9843,18.907,4.7325,4.2288,2.4656,2.8976,2.518,2.6074,2.7376,2.22,2.7959985,2.8655532,2.9273238,2.8497339,1.5904,2.032164,1.6419375,1.711395,2.149
ETS_EU,EU ETS,ETS,Implemented,EU27+,"40% of jurisdiction emissions, 2.4793% of global emissions",US$70 (€65),18.53652,49.779548,86.526108,96.298125,61.301547,70.370124,3x,"US$41,703 million (2024) (€38,811 million)",16615.45415,21456.28472,36909.94455,40407.43572,47330.23605,41702.91389,1.509887092,"CO2, N2O, PFCs, and additional coverage in certain industries",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Free allocation (Intensity-based), Auctioning","None (Market stability reserve, no direct corridor)",Point Source,Not permitted,"Operational since 2005, the European Union Emissions Trading System (EU ETS) is the oldest cap-and-trade system in force. It is a cornerstone instrument of the EU’s policy framework to combat climate change under the “European Green Deal” and reduce GHG emissions cost-effectively. The EU ETS is currently in its fourth trading phase (2021 to 2030). Every year, covered entities must surrender allowances for their emissions under the EU ETS. Auctioning is the main method of distributing allowances, with free allocation, based on benchmarks, used to address carbon leakage. ","The EU has adopted a number of reforms to the EU ETS as part of the “Fit for 55” package to align the system with the EU’s 2030 climate target of at least 55% net emissions reductions compared to 1990 levels and the European Green Deal objectives. The reforms increased the ambition and expanded the scope of the EU ETS to maritime transport, and introduced a new, separate emissions trading system for buildings, road transport and additional sectors (called EU ETS 2). The reforms also established a Carbon Border Adjustment Mechanism to address the risk of carbon leakage from specific sectors under the EU ETS (as an alternative to free allocation). ","The EU ETS applies to direct (scope 1) emissions from activities in the power sector, manufacturing, industry, and intra-EU aviation (including flights from the EEA to the United Kingdom). The EU ETS covers CO2 emissions, and emissions of other gases from certain activities. Each sector or activity has a specific threshold for participation.

Recent reforms to the scheme expanded its scope to maritime transport, and introduced a new, separate emissions trading system for buildings, road transport and additional sectors (EU ETS 2)","Free allocation (Intensity-based), Auctioning",Annual,The EU ETS has been linked with the Switzerland ETS since 2020. Several countries that participate in the EU ETS also have domestic mechanisms.,EU ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051235197,0.04976678,0.047907557,0.046417211,0.043678517,0.042725421,0.040188406,0.039278814,0.035925682,0.03422109,0.034621062,0.034334042,0.033859625,0.032421259,0.0309877,0.029654177,0.026818684,0.02591478,0.023553791,0.023553791,0.024793465,ETS_EU,EU ETS,ETS,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,19.04973,32.353992,1.251892,34.48332,15.550804,17.265976,23.75688,9.322488,6.04396,6.7571,7.689825,5.921776,5.644848,16.26372,24.505716,18.53652,49.779548,86.526108,96.298125,61.301547,70.370124,EU,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0,293.7712472,369.312065,817.2889963,4711.592994,4318.130684,5455.277459,4218.582009,6298.830856,16531.12285,16615.45415,21456.28472,36909.94455,40407.43572,47330.23605,41702.91389
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,"45% of jurisdiction emissions, 0.0369% of global emissions",US$67 (€62),84.2072,90.4442,85.1004,83.7375,99.98486304,66.8856,-0.205702125,"US$1,375 million (2024) (€1,280 million)",1473.242063,1453.76,1663.76,1636.052419,2095.01913,1375.36,-0.066439905,"CO2, CH4, N2O",No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,Set price,Fixed price,Upstream,Not permitted,,,,,,,Finland carbon tax,0.000993095,0.000996525,0.000953899,0.000971931,0.001058,0.000987259,0.001050629,0.001013414,0.000975996,0.000959113,0.000917124,0.000983967,0.000999523,0.001060065,0.000975336,0.000690883,0.000784255,0.000744718,0.000661011,0.000634901,0.000687575,0.000600263,0.000543291,0.000541341,0.000505832,0.000477495,0.000497042,0.000465168,0.000465033,0.000436466,0.000413043,0.000393603,0.000359088,0.000317514,0.000317514,0.000317514,Tax_FI,Finland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,0,16.392948,15.155712,14.970384,19.658255,22.2376,23.390995,21.84772,24.03899,31.02246,27.035086,27.488188,70.705,80.136,64.025,79.982,62.379,66.3056,62.0078,89.9433,86.5172,84.2072,90.4442,85.1004,83.7375,99.98486304,66.8856,Finland,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,0,0,0,0,0,564.5952,540.2889,583.5267,609.0755,766.665,569.4784,600.3736,1018.5064,1257.741,1348.0258,1446.8216,1236.54,1314.625938,1442.90475,1513.354125,1473.242063,1453.76,1663.76,1636.052419,2095.01913,1375.36
Tax_FR,France carbon tax,Carbon tax,Implemented,France,"41% of jurisdiction emissions, 0.2984% of global emissions",US$48 (€45),48.77456,52.38716,49.29192,48.5025,47.94054,48.11448,-0.013533285,"US$7,844 million (2024) (€7,300 million)",9306.18,9184,9031.84,8027.25,8366.82,7843.85,-0.157135366,CO2,No,Yes,Yes,Yes,No,Yes,In principle,No,No,No,"Diesel, Other oil products; Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,The price is set by the Government ,Upstream,Not permitted,,,,,,,France carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003729124,0.003772912,0.00376659,0.003729182,0.003542217,0.003444956,0.003230243,0.003331397,0.003202794,0.002911614,0.002911614,0.002984404,Tax_FR,France carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,9.653,15.59475,25.1504,32.60755,54.95166,50.11256,48.77456,52.38716,49.29192,48.5025,47.94054,48.11448,France,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,410.64,2553,4231.3,6205.8456,9610.8552,9306.18,9184,9031.84,8027.25,8366.82,7843.85
